1. Poloniex
2,CasinoCoin,CSC/BTC,$ 355,$ 0.018939,27.69 %
3,Adzcoin,ADZ/BTC,$ 36,$ 0.147303,2.78 %
4,microCoin,MRC/LTC,$ 4,$ 0.000004,0.35 %
5,SuperCoin,SUPER/BTC,$ 4,$ 0.002100,0.33 %
6,Ethereum,ETH/BTC,$ 2,$ 7.58,0.15 %
7,Cashcoin,CASH/BTC,$ 2,$ 0.000421,0.13 %
8,Gulden,NLG/BTC,$ 0,$ 0.001683,0.00 %
9,Bitz,BITZ/BTC,$ 0,$ 0.042087,0.00 %
10,FairCoin,FAIR/BTC,$ 0,$ 0.063131,0.00 %
View More
Total,"$ 1,284",,
59. LEObit
1,LEOcoin,LEO/BTC,"$ 1,111",$ 0.151935,100.00 %
60. CoinExchange
1,Cabbage,CAB/BTC,$ 557,$ 0.003372,66.45 %
2,Digitalcoin,DGC/BTC,$ 149,$ 0.017466,17.72 %
3,Unobtanium,UNO/BTC,$ 68,$ 2.78,8.12 %
4,Kobocoin,KOBO/BTC,$ 65,$ 0.002950,7.71 %
5,Ixcoin,IXC/BTC,$ 0,$ 0.020202,0.00 %
Total,$ 838,,
61. NIX-E
1,GBCGoldCoin,GBC/USD,$ 723,$ 0.292800,99.91 %
2,Dogecoin,DOGE/USD,$ 1,$ 0.000200,0.09 %
3,Litecoin,LTC/USD,$ 0,$ 1.50,0.00 %
4,CRTCoin,CRT/BTC,$ 0,$ 0.000842,0.00 %
5,Peercoin,PPC/BTC,$ 0,$ 2.58,0.00 %
Total,$ 724,,
62. Counterparty DEX
1,Scotcoin,SCOT/XCP,$ 392,$ 0.001697,77.55 %
2,Storjcoin X,SJCX/XCP,$ 64,$ 0.158423,12.60 %
3,GetGems,GEMZ/XCP,$ 27,$ 0.022632,5.38 %
4,HoriemonCard,HOR/XCP,$ 14,$ 430.00,2.80 %
5,Woodshares,WS/XCP,$ 8,$ 0.005543,1.67 %
6,Counterparty,XCP/BTC,$ 0,$ 3.49,0.00 %
7,LTBcoin,LTBC/XCP,$ 0,$ 0.000339,0.00 %
8,Swarm,SWARM/BTC,$ 0,$ 0.079924,0.00 %
9,Storjcoin X,SJCX/BTC,$ 0,$ 0.020202,0.00 %
10,LTBcoin,LTBC/BTC,$ 0,$ 0.000636,0.00 %
View More
Total,$ 505,,
63. Vircurex
1,Devcoin,DVC/BTC,$ 435,$ 0.000017,97.40 %
2,Digitalcoin,DGC/BTC,$ 7,$ 0.004209,1.52 %
3,Freicoin,FRC/BTC,$ 2,$ 0.001852,0.41 %
4,Peercoin,PPC/BTC,$ 1,$ 0.465065,0.30 %
5,Namecoin,NMC/BTC,$ 1,$ 0.405595,0.12 %
6,Litecoin,LTC/BTC,$ 0,$ 3.14,0.10 %
7,Quark,QRK/BTC,$ 0,$ 0.004625,0.08 %
8,Dogecoin,DOGE/BTC,$ 0,$ 0.000219,0.04 %
9,Primecoin,XPM/BTC,$ 0,$ 0.067344,0.03 %
10,BlackCoin,BLK/BTC,$ 0,$ 0.109869,0.00 %
View More
Total,$ 446,,
64. ISX
1,Auroracoin,AUR/ISK,$ 321,$ 0.170676,100.00 %
65. BitKonan
1,Bitcoin,BTC/USD,$ 293,$ 425.01,100.00 %
66. Coinsquare
1,Ethereum,ETH/BTC,$ 202,$ 11.51,100.00 %
2,Dogecoin,DOGE/BTC,$ 0,$ 0.000219,0.00 %
3,Dash,DASH/BTC,$ 0,$ 7.08,0.00 %
4,Litecoin,LTC/BTC,$ 0,$ 3.25,0.00 %
Total,$ 202,,
67. Nxt Monetary System
1,NxttyACCI,ACCI/NXT,$ 189,$ 1.89,100.00 %
68. MonetaGo
1,Bitcoin,BTC/USD,$ 168,$ 418.80,100.00 %
2,Bitcoin,BTC/CHF,$ 0,$ 0,0.00 %
3,Bitcoin,BTC/JPY,$ 0,$ 0,0.00 %
4,Bitcoin,BTC/NZD,$ 0,$ 0,0.00 %
5,Bitcoin,BTC/EUR,$ 0,$ 0,0.00 %
6,Bitcoin,BTC/CZK,$ 0,$ 0,0.00 %
7,Bitcoin,BTC/MXN,$ 0,$ 0,0.00 %
8,Bitcoin,BTC/RON,$ 0,$ 0,0.00 %
9,Bitcoin,BTC/CAD,$ 0,$ 0,0.00 %
10,Bitcoin,BTC/HRK,$ 0,$ 0,0.00 %
View More
Total,$ 168,,
69. Bitcoins Norway
1,Bitcoin,BTC/NOK,$ 166,$ 431.61,100.00 %
2,Bitcoin,BTC/USD,$ 0,$ 0,0.00 %
3,Bitcoin,BTC/EUR,$ 0,$ 0,0.00 %
4,Litecoin,LTC/NOK,$ 0,$ 0,0.00 %
5,Litecoin,LTC/USD,$ 0,$ 0,0.00 %
Total,$ 166,,
70. Timekoin Market
1,Timekoin,TK/USD,$ 162,$ 0.011059,100.00 %
71. Nxt Multigateway
1,Nxt,NXT/BTC,$ 124,$ 0.008334,100.00 %
72. useCryptos
1,Rimbit,RBT/BTC,$ 30,$ 0.011359,46.62 %
2,Bitcoin,BTC/EUR,$ 20,$ 429.11,31.98 %
3,Peercoin,PPC/BTC,$ 8,$ 0.566478,12.88 %
4,MangoCoinz,MCZ/BTC,$ 2,$ 0.003586,3.67 %
5,BlackCoin,BLK/BTC,$ 1,$ 0.025307,1.23 %
6,Peercoin,PPC/EUR,$ 1,$ 0.553422,0.96 %
7,Dash,DASH/EUR,$ 1,$ 12.08,0.95 %
8,Dogecoin,DOGE/BTC,$ 1,$ 0.000244,0.86 %
9,Litecoin,LTC/BTC,$ 0,$ 2.95,0.62 %
10,Dash,DASH/BTC,$ 0,$ 5.95,0.18 %
View More
Total,$ 64,,
73. 1szb
1,RhinoCoin,RHC/CNY,$ 60,$ 0.108035,100.00 %
74. CoinCorner
1,Bitcoin,BTC/EUR,$ 19,$ 449.90,65.95 %
2,Bitcoin,BTC/GBP,$ 10,$ 449.33,34.05 %
Total,$ 29,,
75. Ore.Bz
1,GBCGoldCoin,GBC/USD,$ 24,$ 0.268000,100.00 %
76. SouthXchange
1,Pesetacoin,PTC/BTC,$ 7,$ 0.000139,34.48 %
2,Vertcoin,VTC/BTC,$ 5,$ 0.058081,25.79 %
3,Mintcoin,MINT/BTC,$ 4,$ 0.000088,20.89 %
4,Litecoin,LTC/BTC,$ 1,$ 3.30,7.27 %
5,PayCoin,XPY/BTC,$ 1,$ 0.021633,6.52 %
6,BitSend,BSD/BTC,$ 1,$ 0.004066,4.96 %
7,Dogecoin,DOGE/BTC,$ 0,$ 0.000194,0.08 %
8,Zeitcoin,ZEIT/BTC,$ 0,$ 0.000013,0.00 %
9,CryptoCircuits,CIRC/BTC,$ 0,$ 0.000455,0.00 %
10,Zeitcoin,ZEIT/LTC,$ 0,$ 0.000010,0.00 %
View More
Total,$ 20,,
77. ExchangeD.I2P
1,Litecoin,LTC/BTC,$ 16,$ 3.25,92.70 %
2,Anoncoin,ANC/BTC,$ 1,$ 0.197086,6.90 %
3,Bata,BTA/BTC,$ 0,$ 0.014731,0.40 %
4,Verge,XVG/BTC,$ 0,$ 0.000105,0.00 %
Total,$ 18,,
78. Mona Tore
1,MonaCoin,MONA/BTC,$ 0,$ 0.064760,0.00 %
2,MonaCoin,MONA/LTC,$ 0,$ 0.063389,0.00 %
3,Ringo,RIN/BTC,$ 0,$ 0.000082,0.00 %
4,Kumacoin,KUMA/LTC,$ 0,$ 0.000007,0.00 %
5,MonaCoin,MONA/XPM,$ 0,$ 0.068210,0.00 %
Total,$ 0,,
79. CoinGather
1,BitSend,BSD/BTC,$ 0,$ 0.000526,0.00 %
2,Megacoin,MEC/BTC,$ 0,$ 0.034932,0.00 %
3,Luckycoin,LKY/BTC,$ 0,$ 0.001683,0.00 %
4,Sling,SLING/BTC,$ 0,$ 0.042125,0.00 %
5,Neutron,NTRN/BTC,$ 0,$ 0.079966,0.00 %
6,AsicCoin,ASC/LTC,$ 0,$ 0.000014,0.00 %
Total,$ 0,,
80. meXBT
1,Bitcoin,BTC/BRL,$ 0,$ 0,0.00 %
2,Litecoin,LTC/MXN,$ 0,$ 0,0.00 %
3,Bitcoin,BTC/MXN,$ 0,$ 0,0.00 %
4,Litecoin,LTC/BTC,$ 0,$ 0,0.00 %
5,Litecoin,LTC/USD,$ 0,$ 0,0.00 %
6,Bitcoin,BTC/USD,$ 0,$ 0,0.00 %
7,Bitcoin,BTC/SGD,$ 0,$ 0,0.00 %
Total,$ 0,,
81. LEOxChange
1,LEOcoin,LEO/BTC,$ 0,$ 0.168349,0.00 %
2,LEOcoin,LEO/GBP,$ 0,$ 0.141933,0.00 %
3,LEOcoin,LEO/USD,$ 0,$ 0.160000,0.00 %
4,LEOcoin,LEO/EUR,$ 0,$ 0.038156,0.00 %
5,Bitcoin,BTC/USD,$ 0,$ 10.00,0.00 %
6,Bitcoin,BTC/GBP,$ 0,$ 356.62,0.00 %
7,Bitcoin,BTC/EUR,$ 0,$ 410.04,0.00 %
Total,$ 0,,
82. Dashcurex
1,Dash,DASH/USD,$ 0,$ 7.00,0.00 %
2,Dash,DASH/PLN,$ 0,$ 6.98,0.00 %
3,Dash,DASH/BTC,$ 0,$ 6.78,0.00 %
Total,$ 0,,
83. CleverCoin
1,Bitcoin,BTC/EUR,$ 0,$ 422.66,0.00 %
84. bitebi9
1,SecureCoin,SRC/CNY,$ 0,$ 0.000015,0.00 %
2,Feathercoin,FTC/CNY,$ 0,$ 0.007246,0.00 %
3,Litecoin,LTC/CNY,$ 0,$ 3.21,0.00 %
4,Diamond,DMD/CNY,$ 0,$ 0.268545,0.00 %
5,Quark,QRK/CNY,$ 0,$ 0.001707,0.00 %
6,DigiByte,DGB/CNY,$ 0,$ 0.000154,0.00 %
7,BlackCoin,BLK/CNY,$ 0,$ 0.025049,0.00 %
8,Xaurum,XAU/CNY,$ 0,$ 130.81,0.00 %
9,TagCoin,TAG/CNY,$ 0,$ 0.034848,0.00 %
10,FedoraCoin,TIPS/CNY,$ 0,$ 0.000016,0.00 %
View More
Total,$ 0,,
